Selection	View	Channel	SID	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Begin Hour	Begin Path	Begin File	File Offset (s)	Date Check	Time Check	Score	Tags	Notes
66	Spectrogram 	03	03	3098.971978	3104.788028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	398.971978105	07/11/2018	13:06:38.972	0.711625	1-4-f	parm file = FW2O_p25.mat
67	Spectrogram 	03	03	3106.651978	3112.468028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	406.651978105	07/11/2018	13:06:46.652	0.578660	1-4-f	parm file = FW2O_p25.mat
68	Spectrogram 	03	03	3124.827978	3130.644028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	424.827978105	07/11/2018	13:07:04.828	0.688850	1-4-f	parm file = FW2O_p25.mat
69	Spectrogram 	03	03	3132.875149	3136.932859	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	432.875148529	07/11/2018	13:07:12.875	0.535589	1-2-f	parm file = FW2O_p25.mat
70	Spectrogram 	03	03	3152.723978	3158.540028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	452.723978105	07/11/2018	13:07:32.724	0.600076	1-4-f	parm file = FW2O_p25.mat
71	Spectrogram 	03	03	3174.392263	3178.855743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	474.392263046	07/11/2018	13:07:54.392	0.545098	1-1-f	parm file = FW2O_p25.mat
72	Spectrogram 	03	03	3179.347978	3185.164028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	479.347978105	07/11/2018	13:07:59.348	0.636308	1-4-f	parm file = FW2O_p25.mat
73	Spectrogram 	03	03	3193.592263	3198.055743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	493.592263046	07/11/2018	13:08:13.592	0.660666	1-1-f	parm file = FW2O_p25.mat
74	Spectrogram 	04	04	3233.979149	3238.036859	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	533.979148529	07/11/2018	13:08:53.979	0.611229	1-2-f	parm file = FW2O_p25.mat
75	Spectrogram 	03	03	3287.883978	3293.700028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	587.883978105	07/11/2018	13:09:47.884	0.602047	1-4-f	parm file = FW2O_p25.mat
76	Spectrogram 	03	03	3301.096263	3305.559743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	601.096263046	07/11/2018	13:10:01.096	0.719687	1-1-f	parm file = FW2O_p25.mat
77	Spectrogram 	03	03	3306.563978	3312.380028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	606.563978105	07/11/2018	13:10:06.564	0.661599	1-4-f	parm file = FW2O_p25.mat
78	Spectrogram 	03	03	3320.131978	3325.948028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	620.131978105	07/11/2018	13:10:20.132	0.643653	1-4-f	parm file = FW2O_p25.mat
79	Spectrogram 	03	03	3344.451978	3350.268028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	644.451978105	07/11/2018	13:10:44.452	0.599636	1-4-f	parm file = FW2O_p25.mat
80	Spectrogram 	03	03	3362.883978	3368.700028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	662.883978105	07/11/2018	13:11:02.884	0.681956	1-4-f	parm file = FW2O_p25.mat
81	Spectrogram 	03	03	3373.627978	3379.444028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	673.627978105	07/11/2018	13:11:13.628	0.584343	1-4-f	parm file = FW2O_p25.mat
82	Spectrogram 	03	03	3383.776263	3388.239743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	683.776263046	07/11/2018	13:11:23.776	0.514628	1-1-f	parm file = FW2O_p25.mat
83	Spectrogram 	03	03	3393.760263	3398.223743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	693.760263046	07/11/2018	13:11:33.760	0.643113	1-1-f	parm file = FW2O_p25.mat
84	Spectrogram 	03	03	3517.400263	3521.863743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	817.400263046	07/11/2018	13:13:37.400	0.675972	1-1-f	parm file = FW2O_p25.mat
85	Spectrogram 	01	01	3524.395978	3530.212028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	824.395978105	07/11/2018	13:13:44.396	0.551779	1-4-f	parm file = FW2O_p25.mat
86	Spectrogram 	03	03	3533.611978	3539.428028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	833.611978105	07/11/2018	13:13:53.612	0.719289	1-4-f	parm file = FW2O_p25.mat
87	Spectrogram 	01	01	3538.987978	3544.804028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	838.987978105	07/11/2018	13:13:58.988	0.520960	1-4-f	parm file = FW2O_p25.mat
88	Spectrogram 	03	03	3554.768263	3559.231743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	854.768263046	07/11/2018	13:14:14.768	0.680869	1-1-f	parm file = FW2O_p25.mat
89	Spectrogram 	03	03	3570.219978	3576.036028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	870.219978105	07/11/2018	13:14:30.220	0.509248	1-4-f	parm file = FW2O_p25.mat
90	Spectrogram 	03	03	3577.040263	3581.503743	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	877.040263046	07/11/2018	13:14:37.040	0.656342	1-1-f	parm file = FW2O_p25.mat
91	Spectrogram 	03	03	3585.323978	3591.140028	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_130000Z.aif	86896MD01_016K_M04_multi_20180711_130000Z.aif	885.323978105	07/11/2018	13:14:45.324	0.540099	1-4-f	parm file = FW2O_p25.mat
92	Spectrogram 	03	03	3622.435971	3628.252021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	22.435971399	07/11/2018	13:15:22.436	0.527624	1-4-f	parm file = FW2O_p25.mat
93	Spectrogram 	03	03	3650.339971	3656.156021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	50.339971399	07/11/2018	13:15:50.340	0.746552	1-4-f	parm file = FW2O_p25.mat
94	Spectrogram 	03	03	3677.835142	3681.892852	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	77.835141823	07/11/2018	13:16:17.835	0.542988	1-2-f	parm file = FW2O_p25.mat
95	Spectrogram 	03	03	3683.264256	3687.727736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	83.264256341	07/11/2018	13:16:23.264	0.511750	1-1-f	parm file = FW2O_p25.mat
96	Spectrogram 	03	03	3693.504256	3697.967736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	93.504256341	07/11/2018	13:16:33.504	0.592299	1-1-f	parm file = FW2O_p25.mat
97	Spectrogram 	03	03	3705.115971	3710.932021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	105.115971399	07/11/2018	13:16:45.116	0.554007	1-4-f	parm file = FW2O_p25.mat
98	Spectrogram 	01	01	3705.792256	3710.255736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	105.792256341	07/11/2018	13:16:45.792	0.592908	1-1-f	parm file = FW2O_p25.mat
99	Spectrogram 	03	03	3721.920256	3726.383736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	121.920256341	07/11/2018	13:17:01.920	0.815197	1-1-f	parm file = FW2O_p25.mat
100	Spectrogram 	03	03	3740.352256	3744.815736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	140.352256341	07/11/2018	13:17:20.352	0.735131	1-1-f	parm file = FW2O_p25.mat
101	Spectrogram 	03	03	3754.936256	3759.399736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	154.936256341	07/11/2018	13:17:34.936	0.576416	1-1-f	parm file = FW2O_p25.mat
102	Spectrogram 	03	03	3770.552256	3775.015736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	170.552256341	07/11/2018	13:17:50.552	0.824629	1-1-f	parm file = FW2O_p25.mat
103	Spectrogram 	03	03	3794.451971	3800.268021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	194.451971399	07/11/2018	13:18:14.452	0.674170	1-4-f	parm file = FW2O_p25.mat
104	Spectrogram 	03	03	3811.256256	3815.719736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	211.256256341	07/11/2018	13:18:31.256	0.623865	1-1-f	parm file = FW2O_p25.mat
105	Spectrogram 	03	03	3829.371142	3833.428852	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	229.371141823	07/11/2018	13:18:49.371	0.776096	1-2-f	parm file = FW2O_p25.mat
106	Spectrogram 	03	03	3835.771142	3839.828852	13	34	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	235.771141823	07/11/2018	13:18:55.771	0.715736	1-2-f	parm file = FW2O_p25.mat
107	Spectrogram 	03	03	3870.475971	3876.292021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	270.475971399	07/11/2018	13:19:30.476	0.601006	1-4-f	parm file = FW2O_p25.mat
108	Spectrogram 	03	03	4066.968256	4071.431736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	466.968256341	07/11/2018	13:22:46.968	0.523647	1-1-f	parm file = FW2O_p25.mat
109	Spectrogram 	03	03	4147.435971	4153.252021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	547.435971399	07/11/2018	13:24:07.436	0.556952	1-4-f	parm file = FW2O_p25.mat
110	Spectrogram 	03	03	4167.915971	4173.732021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	567.915971399	07/11/2018	13:24:27.916	0.561009	1-4-f	parm file = FW2O_p25.mat
111	Spectrogram 	03	03	4193.771971	4199.588021	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	593.771971399	07/11/2018	13:24:53.772	0.627735	1-4-f	parm file = FW2O_p25.mat
112	Spectrogram 	03	03	4287.360256	4291.823736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	687.360256341	07/11/2018	13:26:27.360	0.573192	1-1-f	parm file = FW2O_p25.mat
113	Spectrogram 	03	03	4304.768256	4309.231736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	704.768256341	07/11/2018	13:26:44.768	0.678005	1-1-f	parm file = FW2O_p25.mat
114	Spectrogram 	03	03	4336.768256	4341.231736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	736.768256341	07/11/2018	13:27:16.768	0.588087	1-1-f	parm file = FW2O_p25.mat
115	Spectrogram 	03	03	4362.872256	4367.335736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	762.872256341	07/11/2018	13:27:42.872	0.684606	1-1-f	parm file = FW2O_p25.mat
116	Spectrogram 	03	03	4396.408256	4400.871736	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_131500Z.aif	86896MD01_016K_M04_multi_20180711_131500Z.aif	796.408256341	07/11/2018	13:28:16.408	0.624052	1-1-f	parm file = FW2O_p25.mat
117	Spectrogram 	03	03	4504.424260	4508.887740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	4.424259693	07/11/2018	13:30:04.424	0.521564	1-1-f	parm file = FW2O_p25.mat
118	Spectrogram 	04	04	4666.547975	4672.364025	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	166.547974752	07/11/2018	13:32:46.548	0.691502	1-4-f	parm file = FW2O_p25.mat
119	Spectrogram 	02	02	4667.992260	4672.455740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	167.992259693	07/11/2018	13:32:47.992	0.521044	1-1-f	parm file = FW2O_p25.mat
120	Spectrogram 	03	03	4694.616260	4699.079740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	194.616259693	07/11/2018	13:33:14.616	0.596068	1-1-f	parm file = FW2O_p25.mat
121	Spectrogram 	03	03	5016.632260	5021.095740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	516.632259693	07/11/2018	13:38:36.632	0.691080	1-1-f	parm file = FW2O_p25.mat
122	Spectrogram 	03	03	5038.731975	5044.548025	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	538.731974752	07/11/2018	13:38:58.732	0.694041	1-4-f	parm file = FW2O_p25.mat
123	Spectrogram 	03	03	5044.875975	5050.692025	13	29	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	544.875974752	07/11/2018	13:39:04.876	0.573716	1-4-f	parm file = FW2O_p25.mat
124	Spectrogram 	03	03	5055.024260	5059.487740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	555.024259693	07/11/2018	13:39:15.024	0.555379	1-1-f	parm file = FW2O_p25.mat
125	Spectrogram 	03	03	5200.672260	5205.135740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	700.672259693	07/11/2018	13:41:40.672	0.560581	1-1-f	parm file = FW2O_p25.mat
126	Spectrogram 	03	03	5253.400260	5257.863740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	753.400259693	07/11/2018	13:42:33.400	0.580219	1-1-f	parm file = FW2O_p25.mat
127	Spectrogram 	03	03	5258.520260	5262.983740	8	38	07/11/2018	13	\\Repnas\w\projects\2018_UnivMD_Maryland_86896\86896_MD01_20180711\86896_MD01_AIFF\86896MD01_016K_M04_multi_20180711\86896MD01_016K_M04_multi_20180711_133000Z.aif	86896MD01_016K_M04_multi_20180711_133000Z.aif	758.520259693	07/11/2018	13:42:38.520	0.619345	1-1-f	parm file = FW2O_p25.mat
